video_id,Label,Description,Excerpt,Issue,Importance
KgZKZC1HPUk,Repeal Electric Vehicle Mandate,"Trump promises to repeal Biden's electric vehicle mandate, which he claims is detrimental to Michigan's economy.",I'll terminate Joe Biden's radical plan to kill Michigan's economy by repealing his insane electric vehicle mandate,Automotive Industry and Energy Policy,7
KgZKZC1HPUk,Bring Car Industry Back to Michigan,Trump promises to bring the car industry back to Michigan by imposing tariffs on foreign cars.,we're bringing the car industry back to Michigan we're going to put tariffs on foreign cars,Manufacturing and Trade,8
KgZKZC1HPUk,Defend Women's Sports,Trump promises to end policies that allow men to compete in women's sports.,I promise you I will defend American women like nobody has ever defended them before and under the Trump Administration this lunacy will end,Gender and Sports Policy,6
KgZKZC1HPUk,Secure the Border,"Trump promises to secure the U.S. border, end sanctuary cities, and deport illegal immigrants.",on day one of my new Administration I will seal the Border Stop The Invasion and send Joe Biden's illegal aliens back home,Immigration and Border Security,10
KgZKZC1HPUk,End Critical Race Theory in Schools,Trump promises to cut federal funding for schools that push critical race theory and other controversial content.,on day one I will sign a new executive order to cut Federal funding for any School pushing critical race Theory,Education and Cultural Policy,7
KgZKZC1HPUk,Build a Missile Defense Shield,"Trump promises to build a state-of-the-art missile defense shield, similar to Israel's Iron Dome, to protect the U.S.",we will build a great Iron Dome very much like Israel has but even better,National Defense and Security,8
KgZKZC1HPUk,Rebuild American Cities,"Trump promises to rebuild American cities, making them safe and beautiful again.",we're going to rebuild our cities you see what's happening with your cities you see Detroit,Urban Development and Crime,7
KgZKZC1HPUk,Protect Social Security and Medicare,Trump promises to protect Social Security and Medicare for seniors.,as president I will always protect Social Security and Medicare for our great seniors 100%,Social Welfare and Senior Care,9
-Q9_VHyE2KE,Expand Electoral Map,Trump promises to expand the electoral map by officially playing in the state of New Jersey and winning it.,as you can see today we're expanding the electoral map because we are going to officially play in the state of New Jersey we're going to win the state of New Jersey,Expanding electoral influence,7
-Q9_VHyE2KE,Strong Borders,Trump promises to enforce strong borders and not have open borders.,we want strong boers not open boers,Border security,9
-Q9_VHyE2KE,American Dream,Trump promises to restore the American Dream and not let it be overshadowed by Biden's inflation nightmare.,we want the American dream not the Biden inflation nightmare,Economic prosperity,8
-Q9_VHyE2KE,Safe Communities,Trump promises to ensure safe communities by opposing the defunding of police and abolishing cash bail.,we want safe communities not defund the police and abolish cash bail,Public safety,8
-Q9_VHyE2KE,Peace Through Strength,"Trump promises to restore peace through strength, similar to the state of the country four years ago.",instead of Joe Biden's weakness and Chaos we want peace through strength like we had it just four years ago,National security,8
-Q9_VHyE2KE,Lower Costs and Higher Income,"Trump promises to lower costs, increase income, and provide more leisure time for families.",The choice for New Jersey and Pennsylvania is simple if you want lower cost higher income and more weekends down at the shore,Economic relief,7
-Q9_VHyE2KE,Trump Tax Cuts,"Trump promises to maintain and expand the Trump tax cuts, opposing Biden's plan to let them expire.",crooked Joe wants to massively raise your income taxes promising that the Trump tax cut so I got you the biggest tax cut in the history of our country,Tax policy,9
